@relation trainTrimmedNoneMissing

@attribute 'Survived' {yes, no}
@attribute 'Sex' {male, female}
@attribute 'Age' numeric
@attribute 'Fare' numeric
@attribute 'Embarked' {S, Q, C}
@attribute 'NameLength' numeric
@attribute 'Deck' {A, B, C, D, E, F, G, T}
@attribute 'DeckCabin' numeric


@data
yes,female,20.2233010185,51.8625,S,33,4.0,21.0
yes,female,50.0,10.5,S,19,2.90421708403,92.3216931094
no,male,18.7126399081,7.75,Q,21,2.30840718668,46.6274922402
yes,male,48.0,26.55,S,19,5.0,12.0
no,male,34.0,8.05,S,19,4.90405173404,23.5735294694
no,male,47.0,38.5,S,17,5.0,63.0
no,male,48.0,13.0,S,28,5.05655727902,20.6288208877
no,male,49.3857110969,8.05,S,18,1.01530296413,72.0498457447
no,male,38.0,7.05,S,31,2.16035316859,81.1865923541
no,male,29.2451341636,0.0,S,21,2.74299671283,17.5357608792
no,male,56.0,26.55,S,26,1.82154275388,35.0613264374
no,male,3.97894636244,7.725,Q,18,1.52684532058,31.8475874062
yes,female,0.75,19.2583,C,29,4.27402560936,17.8147154993
no,male,46.3175012935,7.25,S,17,5.75952827087,115.015870767
no,male,38.0,8.6625,S,15,2.73808710503,47.3112033941
yes,female,33.0,27.75,S,39,2.72766324017,64.513087393
yes,female,23.0,13.7917,C,44,4.0,74.9974184173
no,female,22.0,9.8375,S,27,5.60712077863,51.6555072645
no,male,28.2141251755,52.0,S,27,1.0,14.0
no,male,34.0,21.0,S,23,2.37145597899,57.86627842
no,male,29.0,7.0458,S,25,2.71580112861,70.995575879
no,male,22.0,7.5208,S,25,4.37733477513,44.9643920895
yes,female,2.0,12.2875,S,24,2.42008032733,0.792101664981
no,male,9.0,46.9,S,30,3.44124594775,37.1086744103
no,male,44.3974762457,0.0,S,32,4.37609928644,41.475858505
no,male,50.0,8.05,S,24,1.63093164839,33.9784889376
yes,female,63.0,9.5875,S,22,4.04636546417,91.6231967471
yes,male,25.0,91.0792,C,23,2.0,49.0
no,female,31.1564985918,25.4667,S,22,3.742220988,42.5604225328
yes,female,35.0,90.0,S,47,3.0,93.0
no,male,58.0,29.7,C,23,2.0,37.0
no,male,30.0,8.05,S,29,2.06928789505,136.816489224
yes,male,9.0,15.9,S,37,4.23317756623,67.9576271905
no,male,51.2830362769,19.9667,S,36,5.13145753921,90.861775985
no,male,21.0,7.25,S,19,3.1127897825,129.027827762
no,male,55.0,30.5,S,26,3.0,30.0
no,male,71.0,49.5042,C,23,1.92116914656,73.8391034302
no,male,21.0,8.05,S,26,6.01444132029,99.9235551411
no,male,33.2288124898,14.4583,C,21,2.99120040115,80.4602001226
yes,female,54.0,78.2667,C,30,4.0,20.0
no,male,33.4753864485,15.1,S,31,4.94200271994,26.3552888202
no,female,25.0,151.55,S,47,3.0,22.0
no,male,24.0,7.7958,S,18,2.01753353307,19.2084900545
no,male,17.0,8.6625,S,16,0.837372703841,18.7106577923
no,female,21.0,7.75,Q,19,3.9000335698,44.8269597228
no,female,46.8080616127,7.6292,Q,30,5.12475250213,21.0961072023
no,female,37.0,9.5875,S,30,2.7235785747,77.4792482788
yes,female,16.0,86.5,S,21,2.0,79.0
no,male,18.0,108.9,C,42,3.0,65.0
yes,female,33.0,26.0,S,45,4.22589074771,32.8886922365
yes,male,26.6595289058,26.55,S,45,1.33473999903,61.377575641
no,male,28.0,22.525,S,24,2.96910104203,57.4179352445
yes,male,26.0,56.4958,S,14,3.69448128157,29.1296012485
yes,male,29.0,7.75,Q,24,5.50482667359,136.60820678
no,male,45.6625331917,8.05,S,17,1.34729916327,12.5618184781
yes,male,36.0,26.2875,S,25,5.0,25.0
yes,female,54.0,59.4,C,46,5.21757778896,53.5744473759
no,male,24.0,7.4958,S,17,3.32206382012,21.5008187266
no,male,47.0,34.0208,S,28,4.0,46.0
yes,female,34.0,10.5,S,28,6.0,33.0
no,male,33.7493334191,24.15,Q,17,5.78754605802,13.1552942339
yes,female,36.0,26.0,S,52,2.63511122249,76.4246267636
no,male,32.0,7.8958,S,19,3.25659141727,64.4187953759
yes,female,30.0,93.5,S,21,2.0,73.0
no,male,22.0,7.8958,S,15,4.69586170458,20.3119018493
no,male,20.9294770332,7.225,C,18,3.02807432701,38.7948020237
yes,female,44.0,57.9792,C,47,2.0,18.0
no,male,23.8234789902,7.2292,C,17,3.70684980073,46.6309413919
no,male,40.5,7.75,Q,18,2.47023460286,31.0111769838
yes,female,50.0,10.5,S,20,6.46436380842,48.4169169522
no,male,24.2749705128,221.7792,S,18,3.0,95.0
no,male,39.0,7.925,S,25,2.97432893415,14.858215419
no,male,23.0,11.5,S,27,2.13111267119,94.7725538069
yes,female,2.0,26.0,S,24,1.99130589884,54.6228867618
no,male,19.8215131406,7.2292,C,17,6.03377397561,149.079779027
no,male,17.0,7.2292,C,20,2.67031505067,67.8981464334
yes,female,45.0762340829,22.3583,C,38,2.09206979362,29.7191285871
no,female,30.0,8.6625,S,19,1.13505044981,114.009381524
yes,female,7.0,26.25,S,22,2.9962958051,66.1328636077
no,male,45.0,26.55,S,33,2.0,38.0
yes,female,30.0,106.425,C,19,4.25389878644,37.9164998125
no,male,7.50174606689,14.5,S,24,2.29071677084,33.7380508718
yes,female,22.0,49.5,C,34,2.0,39.0
yes,female,36.0,71.0,S,23,2.0,22.0
no,female,9.0,31.275,S,36,4.92489590869,147.187663171
no,female,11.0,31.275,S,33,3.8817314101,10.3867612113
yes,male,32.0,26.0,S,17,0.565968776401,61.5707163979
no,male,50.0,106.425,C,26,3.0,86.0
no,male,64.0,26.0,S,28,2.04577173679,64.1283724527
yes,female,19.0,26.0,S,33,1.66260880804,83.0331076225
yes,male,45.8416054378,13.8625,C,26,0.826242786339,3.53841992809
no,male,33.0,20.525,S,25,5.03464620823,9.14140350003
yes,male,8.0,36.75,S,30,3.91324875605,94.2245926522
yes,male,17.0,110.8833,C,27,3.0,70.0
no,male,27.0,26.0,S,27,3.47747869057,21.0243785079
no,male,15.7007978484,7.8292,Q,20,3.35366051799,30.8259747247
yes,male,22.0,7.225,C,33,2.99967989213,1.78858282928
yes,female,22.0,7.775,S,18,4.4870761517,42.5140289934
no,male,62.0,26.55,S,18,3.7817119128,30.66472772
yes,female,48.0,39.6,C,65,1.0,16.0
no,male,27.8451781493,227.525,C,19,3.21882904956,6.82551034304
yes,female,39.0,79.65,S,38,5.0,67.0
yes,female,36.0,17.4,S,44,4.53267953779,17.5492298328
no,male,22.688649821,7.75,Q,24,4.6433165903,48.0448982947
no,male,40.0,7.8958,S,17,4.62892530968,44.7218856306
no,male,28.0,13.5,S,26,3.91856393233,70.0390914308
no,male,30.2842936845,8.05,S,17,5.09637842054,16.715019299
no,female,51.8670209522,8.05,S,30,3.00547696129,9.65479694586
no,male,24.0,24.15,S,20,4.83659241743,7.42832411559
no,male,19.0,7.8958,S,20,1.69348202911,98.1416514553
no,female,29.0,21.075,S,43,4.68266063638,130.850471515
no,male,4.15952961883,7.2292,C,19,2.10518945111,38.6260008147
yes,male,32.0,7.8542,S,17,2.80553099187,68.6045817794
yes,male,62.0,10.5,S,18,4.14508525754,40.4358017328
yes,female,53.0,51.4792,S,45,3.0,101.0
yes,male,36.0,26.3875,S,32,5.0,25.0
yes,female,36.1363487056,7.75,Q,17,4.67515490611,18.526263386
no,male,16.0,8.05,S,28,2.30793579963,9.71018884688
no,male,19.0,14.5,S,20,3.91552502541,37.2423325967
yes,female,34.0,13.0,S,20,1.80852502491,59.4330833605
yes,female,39.0,55.9,S,41,5.0,44.0
no,female,36.014375234,14.4583,C,32,3.56241927334,80.9511817807
yes,male,32.0,7.925,S,19,2.26956042457,44.725770554
yes,female,25.0,30.0,S,27,4.04609232948,6.6480400933
yes,female,39.0,110.8833,C,52,3.0,68.0
no,male,54.0,26.0,S,26,3.16067960348,100.887608883
no,male,36.0,40.125,C,19,1.0,10.0
no,male,18.6380773746,8.7125,C,19,2.35305847557,38.4719206442
yes,female,18.0,79.65,S,19,5.0,68.0
no,male,47.0,15.0,S,23,3.78563158652,34.3366126269
yes,male,60.0,79.2,C,32,2.0,41.0
no,male,22.0,8.05,S,21,4.22622062125,90.649907665
no,male,26.7325789229,8.05,S,19,3.40527713308,28.8251520288
no,male,35.0,7.125,S,20,1.35835246622,13.3658689767
yes,female,52.0,78.2667,C,47,4.0,20.0
no,male,47.0,7.25,S,26,6.86476830556,8.88046885454
no,female,35.0653330395,7.75,Q,18,2.09811826309,8.24650272792
no,male,37.0,26.0,S,23,2.91485123551,6.72692136727
no,male,36.0,24.15,S,27,2.10984559366,27.1991093674
yes,female,46.9477284902,33.0,S,26,2.84657368172,38.4411800834
no,male,49.0,0.0,S,19,3.58316683989,10.5664458975
no,male,12.709398484,7.225,C,17,2.78161737621,44.8525904063
yes,male,49.0,56.9292,C,44,1.0,20.0
yes,female,24.0,27.0,S,51,3.35674519841,81.0504683515
no,male,44.506783841,7.8958,S,20,3.86006066814,52.7837323474
no,male,23.0846682706,42.4,S,25,4.26446380841,25.9352347881
no,male,44.0,8.05,S,25,1.94075435994,51.3618054338
yes,male,35.0,26.55,C,31,3.34431646828,29.9864980412
no,male,36.0,15.55,S,29,3.07959135504,80.455708407
no,male,30.0,7.8958,S,17,4.46550472128,59.7362361511
yes,male,27.0,30.5,S,27,5.29809261375,15.1983660835
yes,female,22.0,41.5792,C,53,3.6628491972,76.5312276052
yes,female,40.0,153.4625,S,25,3.0,125.0
no,female,39.0,31.275,S,57,4.44689624125,6.70167341822
no,male,38.2217726628,7.05,S,21,3.88407279265,119.8814784
yes,female,15.6658002115,15.5,Q,27,3.2757632016,29.7632000117
no,male,37.5542571361,7.75,Q,16,3.88685659984,34.3009214986
no,male,35.0,8.05,S,31,3.28420313913,81.8743910559
yes,female,24.0,65.0,S,19,2.95070908469,38.4075337874
no,male,34.0,14.4,S,25,4.32913155291,10.3123437709
no,female,26.0,16.1,S,47,3.58018420546,8.52401588445
yes,female,4.0,39.0,S,27,6.0,4.0
no,male,26.0,10.5,S,19,2.57493123513,57.22529848
no,male,27.0,14.4542,C,19,2.83168691155,66.5672973947
yes,male,42.0,52.5542,S,28,4.0,19.0
yes,male,20.0,15.7417,C,16,2.12057595325,91.5712245483
no,male,21.0,7.8542,S,27,3.73382771575,35.8698579151
no,male,21.0,16.1,S,27,3.11609867593,41.0348519865
no,male,61.0,32.3208,S,21,4.0,50.0
no,male,57.0,12.35,Q,30,3.57134128622,37.4987714645
yes,female,21.0,77.9583,S,29,4.0,9.0
no,male,26.0,7.8958,S,25,3.3523860905,60.0666822317
no,male,27.847253835,7.7333,Q,24,3.85796541832,21.3421296749
yes,male,80.0,30.0,S,36,1.0,23.0
no,male,51.0,7.0542,S,27,5.66868020844,38.2219409309
yes,male,32.0,30.5,C,25,2.0,50.0
no,male,26.7431965308,0.0,S,29,3.6019028743,63.0055257992
no,female,9.0,27.9,S,18,3.50246858328,32.0144710395
yes,female,28.0,13.0,S,17,3.791499347,20.6107803715
no,male,32.0,7.925,S,26,2.90341025087,22.534045087
no,male,31.0,26.25,S,19,5.57061937866,2.92293759097
no,female,41.0,39.6875,S,38,1.67772442836,0.387298523555
no,male,59.5618387903,16.1,S,26,3.43600589546,32.1277835987
no,male,20.0,7.8542,S,22,1.35789839938,92.6828957287
yes,female,24.0,69.3,C,20,2.0,35.0
no,female,2.0,27.9,S,29,3.94012473416,55.8141284105
yes,male,37.1671260175,56.4958,S,15,3.00398922229,17.6542859093
yes,female,0.75,19.2583,C,22,0.386829943365,14.5441305972
yes,male,48.0,76.7292,C,25,4.0,33.0
no,male,19.0,7.8958,S,17,1.2005152471,81.1288022639
yes,male,56.0,35.5,C,35,1.0,26.0
no,male,8.06721735665,7.55,S,18,1.95099210854,32.5132456436
yes,female,23.0,7.55,S,31,2.21818912974,36.030967
no,male,45.3523471247,7.8958,S,17,3.26162765241,58.6991194834
yes,female,18.0,23.0,S,19,5.49207040688,0.188024777008
no,male,21.0,8.4333,S,30,3.3302013329,9.55225956449
yes,female,4.3915133407,7.8292,Q,29,6.11217407764,137.821327043
no,female,18.0,6.75,Q,28,3.12046576615,23.8795065316
no,male,24.0,73.5,S,25,3.45094397899,75.1081836832
no,male,46.9578509402,7.8958,S,21,2.40192093033,73.368560353
no,female,32.0,15.5,Q,29,3.04536810899,17.6279398708
no,male,23.0,13.0,S,28,5.08876565867,6.03277109713
no,male,58.0,113.275,C,26,4.0,48.0
yes,male,50.0,133.65,S,29,3.64183327983,63.5844687554
no,male,40.0,7.225,C,17,2.11679696774,4.08531180437
no,male,47.0,25.5875,S,26,5.0,58.0
no,male,36.0,7.4958,S,16,4.59791810257,44.9923857294
yes,male,20.0,7.925,S,27,3.77678641765,6.52710707939
no,male,32.0,73.5,S,18,3.5128635951,29.6220909339
no,male,25.0,13.0,S,27,3.60875635457,62.3907886173
no,male,13.6091692256,7.775,S,26,3.87141662568,61.2204587935
no,male,43.0,8.05,S,15,4.14487358204,10.0619142644
yes,female,40.316929165,52.0,S,49,3.0,126.0
yes,female,40.0,39.0,S,61,0.773295797002,78.4985129304
no,male,31.0,52.0,S,22,2.0,71.0
no,male,70.0,10.5,S,27,5.0323944656,68.492915302
yes,male,31.0,13.0,S,21,4.9361799221,47.2882304836
no,male,17.201478744,0.0,S,26,4.33981849151,74.6474458306
no,male,18.0,7.775,S,30,3.4064647276,123.2079449
no,male,24.5,8.05,S,29,1.73118061961,91.6429246185
yes,female,18.0,9.8417,S,23,2.61008177131,42.3013306943
no,female,43.0,46.9,S,39,3.15897336225,90.3278263444
yes,male,36.0,512.3292,C,34,2.0,51.0
no,female,29.5115180321,8.1375,Q,19,6.73577338347,20.138516416
yes,male,27.0,76.7292,C,18,4.0,49.0
no,male,20.0,9.225,S,27,5.7442706637,37.1788336458
no,male,14.0,46.9,S,27,4.1896643224,14.8884839377
no,male,60.0,39.0,S,33,5.59781451369,20.4712366469
no,male,25.0,41.5792,C,38,5.05493274311,61.6857216774
no,male,14.0,39.6875,S,24,4.15761805979,56.9786869358
no,male,19.0,10.1708,S,17,3.00552384891,80.267808059
no,male,18.0,7.7958,S,31,4.16913191423,48.6959738521
yes,female,15.0,211.3375,S,33,2.0,5.0
yes,male,31.0,57.0,S,23,2.0,20.0
yes,female,4.0,13.4167,C,18,2.34451569408,32.8164687747
yes,male,33.870248427,56.4958,S,12,0.653571243588,62.9521496056
no,male,25.0,7.225,C,16,2.94517522666,16.2842989489
no,male,60.0,26.55,S,15,4.724266861,114.478837208
no,male,52.0,13.5,S,26,2.22532919357,63.8980160404
no,male,44.0,8.05,S,16,5.9733527681,63.6623058404
yes,female,28.6379253072,7.7333,Q,32,3.99873094046,65.9824402074
no,male,49.0,110.8833,C,24,3.0,68.0
no,male,42.0,7.65,S,40,6.0,63.0
yes,female,18.0,227.525,C,49,3.0,62.0
yes,male,35.0,26.2875,S,32,5.0,24.0
no,female,18.0,14.4542,C,21,1.4640936419,43.712893251
no,male,25.0,7.7417,Q,21,3.56669111697,52.3195680209
no,male,26.0,7.8542,S,23,6.77342932577,58.2781055696
no,male,39.0,26.0,S,46,0.943360525486,98.6995342825
yes,female,45.0,13.5,S,29,1.16065623309,31.5319832535
yes,male,42.0,26.2875,S,33,5.0,24.0
yes,female,22.0,151.55,S,20,4.24794798431,118.783733461
yes,male,25.4888024098,15.2458,C,49,3.6141861638,41.3809688748
yes,female,24.0,49.5042,C,48,3.0,90.0
no,male,38.7962336441,26.55,S,18,3.0,124.0
yes,male,48.0,52.0,S,24,3.0,126.0
no,male,29.0,9.4833,S,26,2.71131682582,35.9135148681
no,male,52.0,13.0,S,21,1.28997784758,4.36664919045
no,male,19.0,7.65,S,42,6.0,73.0
yes,female,38.0,227.525,C,29,3.0,45.0
yes,female,27.0,10.5,S,35,5.0,101.0
no,male,8.07141648945,15.5,Q,19,2.85195047508,51.5631357727
no,male,33.0,7.775,S,28,4.88668527284,55.2753665663
yes,female,6.0,33.0,S,33,0.0509134144293,14.8664490926
no,male,17.0,7.0542,S,25,2.21595207043,51.3222430772
no,male,34.0,13.0,S,28,2.54894536561,13.2974201453
no,male,50.0,13.0,S,23,2.9511133112,46.5827053355
yes,male,27.0,53.1,S,29,5.0,8.0
no,male,20.0,8.6625,S,19,1.87147280631,38.103987068
yes,female,30.0,21.0,S,43,4.29533422546,95.4968885914
yes,female,3.77184266492,7.7375,Q,24,2.84484619939,34.7233831782
no,male,25.0,26.0,S,31,4.11465578853,51.1979277862
no,female,25.0,7.925,S,29,1.56707557721,18.6453471324
yes,female,29.0,211.3375,S,29,2.0,5.0
no,male,11.0,18.7875,C,24,3.88029540276,13.6091246299
no,male,22.5066402055,0.0,S,20,0.882688726742,29.3935404382
no,male,23.0,13.0,S,26,2.26448880073,94.6458575411
no,male,23.0,13.0,S,28,3.18151054698,27.3472240499
no,male,28.5,16.1,S,20,5.84222023419,61.0998502311
no,female,48.0,34.375,S,39,3.88425023325,35.3781178927
yes,male,35.0,512.3292,C,22,2.0,101.0
no,male,8.73766243904,7.8958,S,18,3.85059673169,25.0402545502
no,male,1.11605141188,7.8958,S,18,2.24130241793,76.2173131462
yes,male,0.910325076763,30.0,S,27,4.0,45.0
no,male,36.0,78.85,S,29,3.0,46.0
yes,female,21.0,262.375,C,37,2.0,57.0
no,male,24.0,16.1,S,17,3.55707227696,56.7562236024
yes,male,31.0,7.925,S,18,6.11199937616,58.4853841648
no,male,70.0,71.0,S,28,2.0,22.0
no,male,16.0,20.25,S,27,4.49134323174,9.63721349178
yes,female,30.0,13.0,S,21,3.60093268786,4.00255878665
no,male,19.0,53.1,S,25,4.0,30.0
no,male,31.0,7.75,Q,23,2.01186649782,38.7468308887
yes,female,4.0,23.0,S,17,2.13462465416,17.9430229597
yes,male,6.0,12.475,S,19,5.0,121.0
no,male,33.0,9.5,S,32,2.80645464554,61.4517661901
no,male,23.0,7.8958,S,18,1.93573528927,57.8558714504
yes,female,48.0,65.0,S,32,2.49262077709,45.1258014771
yes,male,0.67,14.5,S,25,1.53626105573,31.0207175186
no,male,28.0,7.7958,S,28,3.13236660638,52.2817797472
no,male,18.0,11.5,S,24,4.07362805551,91.7790710362
no,male,34.0,8.05,S,28,1.23889909653,21.2607417646
yes,female,33.0,86.5,S,56,2.0,77.0
no,male,6.7440201438,14.5,S,18,2.88336033695,26.1967306982
no,male,41.0,7.125,S,30,1.51599418304,77.5137228727
yes,male,20.0,7.2292,C,21,2.05202473795,14.1822705179
yes,female,36.0,120.0,S,41,2.0,96.0
no,male,16.0,7.775,S,22,0.68586967164,78.6920679203
yes,female,51.0,77.9583,S,36,4.0,11.0
no,male,16.0833373423,39.6,C,25,3.03090799817,47.7385048028
no,female,30.5,7.75,Q,18,3.53897032904,2.10155880829
no,male,37.4916491397,24.15,Q,19,3.83405722621,46.9755143358
no,male,32.0,8.3625,S,32,3.64158844574,20.4858134846
no,male,24.0,9.5,S,22,4.04553546083,90.0504648272
no,male,48.0,7.8542,S,23,3.9879922261,35.8064882824
no,female,57.0,10.5,S,17,5.0,77.0
no,male,16.4554158986,7.225,C,15,3.90678789862,67.1971812436
yes,female,54.0,23.0,S,37,6.41554300265,35.7848540275
no,male,18.0,7.75,S,39,3.04004054434,65.5583182306
no,male,30.4740853065,7.75,Q,16,6.0,38.0
yes,female,5.0,12.475,S,29,4.54925300132,53.8498161599
no,male,49.2816562674,7.7375,Q,23,3.51445359351,76.5551563105
yes,female,43.0,211.3375,S,53,2.0,3.0
yes,female,13.0,7.2292,C,20,4.77193609084,31.2523429482
yes,female,17.0,57.0,S,41,2.0,20.0
no,male,29.0,30.0,S,22,4.0,6.0
no,male,46.4774619102,23.45,S,22,3.22404014198,26.9662331213
no,male,25.0,7.05,S,16,4.02588993817,80.0971624972
no,male,25.0,7.25,S,34,5.35083226965,33.354805699
yes,female,18.0,7.4958,S,25,5.33503133271,88.757897261
no,male,8.0,29.125,Q,25,4.64068679144,9.06708237552
yes,male,1.0,20.575,S,26,3.58069971768,71.2726153207
no,male,46.0,79.2,C,24,2.0,82.0
no,male,34.3822031463,7.75,Q,24,3.77916817282,2.98261923543
no,male,16.0,26.0,S,19,3.10543101191,48.7624681869
no,female,3.92569120952,69.55,S,23,0.958389018303,25.7387937525
no,male,33.1270672011,30.6958,C,24,5.72717717234,71.9778939297
no,male,25.0,7.8958,S,21,3.6904858383,8.0837785804
no,male,39.0,13.0,S,18,4.30826905584,94.0337135496
yes,female,49.0,25.9292,S,27,4.0,17.0
yes,female,31.0,8.6833,S,16,2.89133679418,60.9116841204
no,male,30.0,7.2292,C,28,2.09374497238,82.8923506593
no,female,30.0,24.15,S,52,3.2044898666,47.9995877461
no,male,34.0,13.0,S,20,3.96784260693,75.5558969632
yes,female,31.0,26.25,S,43,1.97972334276,58.5230299961
yes,male,11.0,120.0,S,35,2.0,96.0
yes,male,0.42,8.5167,C,31,2.58174266675,31.8496856598
yes,male,27.0,6.975,S,23,3.8611494826,6.59882616809
no,male,31.0,7.775,S,25,3.31977004514,23.8547384607
no,male,39.0,0.0,S,22,1.0,36.0
no,female,18.0,7.775,S,31,5.52198620371,19.8840381642
no,male,39.0,13.0,S,17,0.815904268427,23.8495177634
yes,female,33.0,53.1,S,46,5.0,8.0
no,male,26.0,7.8875,S,22,1.57328206274,23.3304857214
no,male,39.0,24.15,S,17,4.21860011615,47.6434298277
no,male,35.0,10.5,S,25,1.86102332661,46.9110889841
no,female,6.0,31.275,S,34,3.96416049723,62.3072062855
no,male,30.5,8.05,S,26,2.21443920879,69.4842786396
no,male,18.6120822896,0.0,S,16,2.0,102.0
no,female,23.0,7.925,S,28,0.187662551224,78.2216482866
no,male,31.0,37.0042,C,18,2.58173223824,80.892685748
no,male,43.0,6.45,S,32,1.85598627263,71.3331380938
no,male,10.0,27.9,S,28,6.36123200922,48.3099251452
yes,female,52.0,93.5,S,50,2.0,69.0
yes,male,27.0,8.6625,S,17,5.20250574697,32.4220847262
no,male,38.0,0.0,S,31,6.18398686612,50.7865618702
yes,female,27.0,12.475,S,18,5.0,121.0
no,male,2.0,39.6875,S,28,3.86798099573,107.41944028
no,male,14.0266487731,6.95,Q,15,4.11973522882,97.3180939751
no,male,28.713967874,56.4958,S,12,1.30848848241,78.874077615
yes,male,1.0,37.0042,C,21,3.56948709985,54.869420372
yes,male,28.1614131753,7.75,Q,28,1.66580064813,46.3902834516
yes,female,62.0,80.0,?,41,2.0,28.0
yes,female,15.0,14.4542,C,39,3.68664273126,54.9259835055
yes,male,0.83,18.75,S,31,4.8002687173,34.4758869521
no,male,34.9119171585,7.2292,C,14,2.20672880328,41.7676696152
no,male,23.0,7.8542,S,22,2.34066351315,21.5985757519
no,male,18.0,8.3,S,22,3.22290649908,5.94364205892
yes,female,39.0,83.1583,C,27,5.0,49.0
no,male,21.0,8.6625,S,16,3.13435975923,71.66410788
no,male,29.4830267633,8.05,S,19,3.13133673992,67.0556271912
yes,male,32.0,56.4958,S,15,3.30454847994,1.08911420066
yes,male,19.5305989935,29.7,C,20,3.0,47.0
no,male,20.0,7.925,S,27,3.621900982,19.0889456155
no,male,16.0,10.5,S,24,3.07425987188,17.6457890379
yes,female,30.0,31.0,C,23,3.33333421053,21.8148529609
no,male,34.5,6.4375,C,26,5.65750670734,15.5189098626
no,male,17.0,8.6625,S,19,3.98659698894,87.3542207089
no,male,42.0,7.55,S,19,3.13007735446,46.8082879617
no,male,33.796526394,69.55,S,24,1.43062202706,26.7852646299
no,male,35.0,7.8958,C,18,1.61036108096,10.914519891
no,male,28.0,33.0,S,17,6.16234520668,32.8094309769
yes,female,31.6664159985,89.1042,C,44,3.0,92.0
no,male,4.0,31.275,S,39,1.42424537542,55.9513294049
no,male,74.0,7.775,S,19,1.99279207579,87.3100169841
no,female,9.0,15.2458,C,23,5.35598060329,14.2582383387
yes,female,16.0,39.4,S,25,4.0,28.0
no,female,44.0,26.0,S,45,3.28786557848,16.7786029048
yes,female,18.0,9.35,S,26,4.73990359969,70.3855867244
yes,female,45.0,164.8667,S,42,4.98780950973,44.7862268968
yes,male,51.0,26.55,S,22,5.0,17.0
yes,female,24.0,19.2583,C,37,2.22389244286,31.007823536
no,male,21.8329046518,7.2292,C,16,3.48428803944,55.4363826186
no,male,41.0,14.1083,S,23,2.56026098688,25.0000714018
no,male,21.0,11.5,S,27,4.77197724327,153.629194868
yes,female,48.0,25.9292,S,51,4.0,17.0
no,female,24.2836078835,69.55,S,33,2.78486454071,12.8727599562
no,male,24.0,13.0,S,22,5.97825941329,77.3625716063
yes,female,42.0,13.0,S,24,1.95589525889,11.6395422912
yes,female,27.0,13.8583,C,28,3.62812779962,68.796291607
no,male,31.0,50.4958,S,36,1.0,24.0
no,male,26.5469685674,9.5,S,27,4.50585449085,31.6966616942
yes,male,4.0,11.1333,S,31,4.91823663242,68.8037455261
no,male,26.0,7.8958,S,17,2.228583857,109.874838719
yes,female,47.0,52.5542,S,48,4.0,35.0
no,male,33.0,5.0,S,24,2.0,51.0
no,male,47.0,9.0,S,27,3.12300625388,38.3884263333
yes,female,28.0,24.0,C,37,3.07010906024,83.0932875292
yes,female,15.0,7.225,C,32,4.59139307904,15.9975142489
no,male,20.0,9.8458,S,29,1.29972018635,18.4484208774
no,male,19.0,7.8958,S,20,2.29170710461,24.2911674735
no,male,14.8384976178,7.8958,S,18,3.80655666958,69.843330939
yes,female,56.0,83.1583,C,45,3.0,50.0
yes,female,25.0,26.0,S,44,0.403413280795,110.666669073
no,male,33.0,7.8958,S,18,6.23393707376,44.2484217034
no,female,22.0,10.5167,S,28,1.34955291702,100.291904217
no,male,28.0,10.5,S,29,2.35349119138,14.2643595148
no,male,25.0,7.05,S,22,3.04049751062,42.6840533505
no,female,39.0,29.125,Q,36,4.37628011092,64.6167537406
no,male,27.0,13.0,S,21,6.88988520543,33.0559187702
yes,female,19.0,30.0,S,28,2.0,42.0
no,female,41.1814279705,23.45,S,40,1.6338440153,29.1905355045
yes,male,26.0,30.0,C,21,3.0,148.0
no,male,32.0,7.75,Q,19,4.01434985675,58.8974931615
